WARNING: 1 open meshes merged
     Merged: MainWing
...Mass Properties...
2 Num Comps
2 Total Num Meshes
1488 Total Num Tris

4.302189880806276e+00             Total Mass
1.770915542159207e+00 4.592155554034347e-07 5.842727452668442e-03       Center of Gravity
1.203941180912741e+01 6.549948142187313e+00 1.830259863791269e+01       Ixx, Iyy, Izz
-3.619236239367607e-03 5.692248329759076e-02 4.578522184931963e-03       Ixy, Ixz, Iyz
4.302189880806276e+00             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
MainWing	1.868801313833838e+00	7.274798019454054e-01	1.472338783289189e-06	-1.613404938628924e-07	1.170863000354901e+01	2.850173797768707e-01	1.198462705307410e+01	-2.405342326307435e-03	-1.473449486451187e-04	1.995359910696136e-03	1.868801313833838e+00
Fuselage	2.433388566972426e+00	2.572256564583293e+00	-3.188459694282583e-07	1.032996734581558e-02	3.306690088518481e-01	2.667551091075044e+00	2.720704710222949e+00	-1.210401149216431e-03	3.692634504200969e-02	2.583181832537251e-03	2.433388566972426e+00
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	4.302189880806276e+00	1.770915542159207e+00	4.592155554034347e-07	5.842727452668442e-03	1.203941180912741e+01	6.549948142187313e+00	1.830259863791269e+01	-3.619236239367607e-03	5.692248329759076e-02	4.578522184931963e-03	4.302189880806276e+00

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
20 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
1.250000000000000e-01	1.589989686053613e-01	1.250000000000000e-01	-1.043295650564923e-16	1.833252225033978e-18	3.902150422870341e-01	2.297219458505747e-03	3.920584209692927e-01	-1.770582420320670e-04	-1.164147102065231e-05	1.626396790779441e-04	1.589989686053613e-01
3.750000000000000e-01	5.960994382702660e-01	3.083169273457395e-01	-5.553335686319652e-16	-8.196980439259319e-18	3.507647590433759e+00	1.679559992917924e-02	3.520949014564135e+00	-7.945810050212215e-04	-4.918842651453610e-05	6.008407709967897e-04	5.960994382702660e-01
6.250000000000000e-01	1.080351008569294e+00	4.502654922135919e-01	-1.462218906480864e-15	-6.490731324673318e-18	6.813040763715088e+00	5.281154344399568e-02	6.856529529902156e+00	-1.443224980284428e-03	-9.091996962120357e-05	1.099917390912062e-03	1.080351008569294e+00
8.750000000000000e-01	1.543398376572804e+00	5.776935100967540e-01	-4.353580504329413e-16	-1.200213855478661e-18	9.515794679068362e+00	1.225303179122064e-01	9.618567036463130e+00	-2.060048088724760e-03	-1.306485956751134e-04	1.545656104508236e-03	1.543398376572804e+00
1.125000000000000e+00	1.948368109606364e+00	6.914515633161908e-01	-4.152059658950743e-16	5.391016692481307e-18	1.122327926561807e+01	2.330498190827613e-01	1.141826378211236e+01	-2.449056253393088e-03	-1.638308762560980e-04	1.950614176515019e-03	1.948368109606364e+00
1.375000000000000e+00	2.251788407714620e+00	7.835572290703416e-01	8.773615265490642e-07	-9.550061935183877e-08	1.173108935653502e+01	3.714809346996399e-01	1.204087771129324e+01	-2.567631018509459e-03	-1.858764868803235e-04	2.305714161801000e-03	2.251788407714620e+00
1.625000000000000e+00	2.465689593391419e+00	8.565532813161012e-01	8.012494841809005e-07	-8.721583939980198e-08	1.178999745975345e+01	5.242948760330459e-01	1.222916091382293e+01	-2.658778855238643e-03	-2.053702265946096e-04	2.521386631415217e-03	2.465689593391419e+00
1.875000000000000e+00	2.657037052507668e+00	9.298970804481167e-01	7.435472203804365e-07	-8.093496001219824e-08	1.181918940640692e+01	7.226860027500647e-01	1.243330274647940e+01	-2.765709598373249e-03	-2.281207479588722e-04	2.781906072502964e-03	2.657037052507668e+00
2.125000000000000e+00	2.848384511623917e+00	1.010181152386245e+00	6.935975486334005e-07	-7.549794865282255e-08	1.184839890309754e+01	9.918393346608259e-01	1.270821525888159e+01	-2.872655146469201e-03	-2.508587786055388e-04	3.054695327407638e-03	2.848384511623917e+00
2.375000000000000e+00	3.039731970740167e+00	1.096094851738253e+00	6.499364199989145e-07	-7.074544390030619e-08	1.187759344612802e+01	1.340046352832940e+00	1.306216976304226e+01	-2.979602351280806e-03	-2.736037827419443e-04	3.323632895088845e-03	3.039731970740167e+00
2.625000000000000e+00	3.231079429856416e+00	1.186638003555056e+00	6.114465947710446e-07	-6.655583444591414e-08	1.190679806494936e+01	1.775055222372728e+00	1.350294020846865e+01	-3.086553036179707e-03	-2.963490267476687e-04	3.587052280031795e-03	3.231079429856416e+00
2.875000000000000e+00	3.422426888972666e+00	1.281034111512574e+00	5.772606921647610e-07	-6.283470607116351e-08	1.193599102018851e+01	2.304221070014163e+00	1.403785560697104e+01	-3.193525698685789e-03	-3.190938879407073e-04	3.851288237195863e-03	3.422426888972666e+00
3.125000000000000e+00	3.609585802626264e+00	1.376644708233256e+00	5.473294230528191e-07	1.697395144425457e-04	1.196392036902391e+01	2.921258715176148e+00	1.466038729862934e+01	-3.297536295752124e-03	7.302747864178045e-04	4.095315553468908e-03	3.609585802626264e+00
3.375000000000000e+00	3.788506354910719e+00	1.471021435884778e+00	5.214805862125351e-07	6.256993670421603e-04	1.198946236582935e+01	3.614615340259629e+00	1.535875506908918e+01	-3.395015901024893e-03	3.998193099358283e-03	4.311084873689321e-03	3.788506354910719e+00
3.625000000000000e+00	3.946904703684339e+00	1.557465541700440e+00	5.005523728458764e-07	1.517915200754687e-03	1.200954184542404e+01	4.330206481073412e+00	1.607819866715107e+01	-3.476137134752768e-03	1.126061997068638e-02	4.459002650224598e-03	3.946904703684339e+00
3.875000000000000e+00	4.083518358872682e+00	1.634998400756972e+00	4.838064485568878e-07	2.697101755930366e-03	1.202459138756782e+01	5.047327724199258e+00	1.679808432921423e+01	-3.541231939385256e-03	2.203154925492733e-02	4.550097276526464e-03	4.083518358872682e+00
